course,plannedNumberOfStudents,seniorHours,assistantHours
I-9850,100,260,480
I-9851,100,260,480
I-9852,60,240,420
I-9853,100,280,360
I-9854,150,260,700
I-9855,200,260,560
I-9856,100,260,420
I-9857,200,260,420
I-9858,60,280,600
I-9859,100,260,500
I-9860,100,260,700
I-9861,60,240,480
I-9862,200,260,560
I-9863,100,280,420
I-9864,60,240,300
I-9865,100,280,600
I-9866,60,280,300
I-9867,200,260,600
I-9868,200,240,560
I-9869,60,280,480
I-9870,100,240,360
I-9871,150,240,300
I-9872,150,280,600
I-9873,150,280,420
I-9874,100,260,500
I-9875,200,260,300
I-9876,60,280,560
I-9877,200,240,500
I-9878,100,260,500
I-9879,150,260,560
I-9880,60,260,300
I-9881,150,280,480
I-9882,100,240,400
I-9883,200,240,360
I-9884,150,240,300
I-9885,60,260,360
I-9886,100,280,480
I-9887,200,240,560
I-9888,100,280,420
I-9889,200,260,360
I-9890,200,280,560
I-9891,100,280,500
I-9892,60,240,420
I-9893,100,260,420
I-9894,150,240,700
I-9895,150,260,500
I-9896,150,260,420
I-9897,60,240,420
I-9898,200,240,480
I-9899,200,280,600
I-9900,200,240,480
I-9901,150,240,700
I-9902,150,280,420
I-9903,150,260,500
I-9904,100,280,300
I-9905,100,240,300
I-9906,60,240,600
I-9907,100,260,700
I-9908,100,280,700
I-9909,100,260,400
I-9910,60,240,300
I-9911,150,280,560
I-9912,60,280,300
I-9913,60,240,420
I-9914,200,280,360
I-9915,150,260,600
I-9916,150,240,500
I-9917,100,280,420
I-9918,100,280,600
I-9919,200,240,480
I-9920,200,280,480
I-9921,100,260,360
I-9922,150,240,560
I-9923,60,240,480
I-9924,200,240,500
I-9925,100,240,600
I-9926,150,240,500
I-9927,200,240,360
I-9928,200,260,360
I-9929,200,280,560
I-9930,150,280,480
I-9931,200,260,360
I-9932,60,260,300
I-9933,60,260,500
I-9934,60,260,560
I-9935,150,240,500
I-9936,60,240,400
I-9937,60,280,300
I-9938,60,280,700
I-9939,150,260,700
I-9940,150,280,560
I-9941,150,280,700
I-9942,100,280,420
I-9943,60,260,400
I-9944,60,260,420
I-9945,60,280,480
I-9946,200,240,300
I-9947,100,260,480
I-9948,150,240,500
I-9949,200,240,480
I-9950,200,240,700
I-9951,60,240,560
I-9952,100,260,700
I-9953,150,280,360
I-9954,200,240,560
I-9955,150,280,600
I-9956,60,260,500
I-9957,100,280,600
I-9958,150,240,500
I-9959,150,260,480
I-9960,100,280,560
I-9961,200,260,480
I-9962,100,260,600
I-9963,200,240,420
I-9964,150,260,480
I-9965,200,240,700
I-9966,60,280,420
I-9967,100,260,480
I-9968,200,260,400
I-9969,100,260,500
I-9970,60,240,400
I-9971,200,280,600
I-9972,150,240,400
I-9973,150,260,300
I-9974,150,260,420
I-9975,100,280,600
I-9976,150,240,420
I-9977,60,280,560
I-9978,60,280,400
I-9979,60,260,420
I-9980,150,240,500
I-9981,60,240,420
I-9982,100,280,700
I-9983,100,280,360
I-9984,60,280,400
I-9985,150,280,700
I-9986,100,240,480
I-9987,150,260,360
I-9988,200,240,300
I-9989,150,240,560
I-9990,150,260,600
I-9991,100,280,420
I-9992,150,260,300
I-9993,200,280,500
I-9994,150,280,560
I-9995,200,240,420
I-9996,150,240,420
I-9997,150,260,300
I-9998,150,280,400
I-9999,200,240,300
I-10000,100,260,420
I-10001,60,280,500
I-10002,200,240,700
I-10003,200,260,700
I-10004,100,280,560
I-10005,200,260,400
I-10006,150,280,400
I-10007,200,280,300
I-10008,100,240,700
I-10009,100,280,420
I-10010,200,260,700
I-10011,150,260,300
I-10012,60,280,360
I-10013,200,240,360
I-10014,60,280,360
I-10015,100,240,560
I-10016,100,280,300
I-10017,60,240,560
I-10018,100,260,400
I-10019,60,260,480
I-10020,60,260,600
I-10021,150,280,420
I-10022,150,260,600
I-10023,100,240,360
I-10024,150,280,300
I-10025,60,280,480
I-10026,60,280,480
I-10027,100,240,560
I-10028,200,260,700
I-10029,60,280,560
I-10030,200,280,500
I-10031,60,240,500
I-10032,60,260,700
I-10033,150,260,480
I-10034,200,260,300
I-10035,100,240,400
I-10036,200,280,600
I-10037,150,260,600
I-10038,200,260,480
I-10039,60,280,480
I-10040,200,260,560
I-10041,100,280,300
I-10042,200,260,600
I-10043,150,240,300
I-10044,150,280,480
I-10045,100,260,500
I-10046,60,240,480
I-10047,200,280,500
I-10048,150,260,480
I-10049,200,280,500
I-10050,100,260,600
I-10051,60,280,480
I-10052,60,280,560
I-10053,150,260,600
I-10054,60,260,300
I-10055,150,260,400
I-10056,200,280,480
I-10057,60,240,560
I-10058,60,260,420
I-10059,200,260,400
I-10060,100,240,300
I-10061,100,240,700
I-10062,150,260,420
I-10063,100,280,500
I-10064,60,280,360
I-10065,100,240,300
I-10066,60,280,700
I-10067,150,260,560
I-10068,100,260,700
I-10069,60,240,400
I-10070,100,280,560
I-10071,100,260,700
I-10072,200,240,360
I-10073,150,260,700
I-10074,200,280,400
I-10075,100,260,400
I-10076,200,240,500
I-10077,60,240,300
I-10078,200,240,700
I-10079,150,280,300
I-10080,100,280,600
I-10081,200,280,360
I-10082,200,280,300
I-10083,100,240,600
I-10084,150,280,600
I-10085,60,280,420
I-10086,200,260,600
I-10087,200,240,500
I-10088,200,240,500
I-10089,150,260,300
I-10090,200,280,500
I-10091,150,240,560
I-10092,150,280,560
I-10093,100,280,480
I-10094,100,240,420
I-10095,60,240,300
I-10096,200,240,480
I-10097,100,240,300
I-10098,100,240,420
I-10099,100,240,300
I-10100,100,240,400
I-10101,60,280,400
I-10102,60,260,480
I-10103,150,240,700
I-10104,60,280,560
I-10105,150,280,600
I-10106,60,260,700
I-10107,60,280,480
I-10108,60,240,600
I-10109,150,240,420
I-10110,100,260,420
I-10111,150,280,400
I-10112,60,240,700
I-10113,60,240,360
I-10114,200,280,400
I-10115,200,280,480
I-10116,200,240,500
I-10117,60,280,600
I-10118,60,280,500
I-10119,200,260,560
I-10120,200,240,360
I-10121,100,240,700
I-10122,200,260,700
I-10123,200,280,360
I-10124,150,240,360
I-10125,60,260,560
I-10126,100,240,360
I-10127,60,240,480
I-10128,200,280,700
I-10129,150,260,300
I-10130,60,240,600
I-10131,100,240,700
I-10132,100,260,560
I-10133,60,280,420
I-10134,60,280,360
I-10135,200,260,480
I-10136,60,240,600
I-10137,60,280,480
I-10138,200,240,300
I-10139,200,280,400
I-10140,150,240,300
I-10141,200,280,360
I-10142,150,240,500
I-10143,100,240,560
I-10144,150,240,420
I-10145,60,280,600
I-10146,200,280,480
I-10147,60,280,360
I-10148,60,260,360
I-10149,100,260,300
I-10150,200,240,560
I-10151,200,240,480
I-10152,200,240,500
I-10153,150,260,560
I-10154,150,240,360
I-10155,200,260,300
I-10156,60,280,700
I-10157,150,260,560
I-10158,60,240,300
I-10159,60,240,360
I-10160,200,260,300
I-10161,150,260,500
I-10162,100,240,560
I-10163,200,240,600
I-10164,100,260,560
I-10165,100,280,420
I-10166,150,240,360
I-10167,60,280,700
I-10168,60,260,560
I-10169,200,280,360
I-10170,60,260,480
I-10171,150,260,560
I-10172,150,280,560
I-10173,150,260,600
I-10174,200,280,500
I-10175,200,280,560
I-10176,150,260,560
I-10177,100,260,400
I-10178,150,280,420
I-10179,60,240,700
I-10180,100,240,300
I-10181,60,260,700
I-10182,200,260,360
I-10183,200,240,360
I-10184,100,280,400
I-10185,150,260,600
I-10186,150,280,420
I-10187,100,280,700
I-10188,100,280,420
I-10189,100,280,600
I-10190,150,280,480
I-10191,200,240,500
I-10192,200,260,420
I-10193,200,260,700
I-10194,100,280,480
I-10195,150,260,600
I-10196,200,240,700
I-10197,200,240,300
I-10198,100,260,300
I-10199,100,280,700
I-10200,60,240,400
I-10201,150,240,500
I-10202,150,260,360
I-10203,150,240,480
I-10204,100,260,360
I-10205,200,260,420
I-10206,150,260,600
I-10207,100,240,560
I-10208,100,280,300
I-10209,100,280,500
I-10210,150,240,420
I-10211,200,260,480
I-10212,100,260,360
I-10213,100,240,300
I-10214,60,280,600
I-10215,60,240,700
I-10216,100,280,480
I-10217,150,240,700
I-10218,60,260,560
I-10219,100,260,300
I-10220,150,280,480
I-10221,100,280,420
I-10222,150,240,600
I-10223,100,240,420
I-10224,150,280,500
I-10225,100,240,700
I-10226,60,260,420
I-10227,100,260,360
I-10228,200,240,600
I-10229,60,280,300
I-10230,60,240,480
I-10231,60,240,360
I-10232,150,240,420
I-10233,150,280,400
I-10234,150,240,560
I-10235,150,260,300
I-10236,60,280,560
I-10237,60,280,420
I-10238,60,280,420
I-10239,150,280,600
I-10240,60,240,480
I-10241,100,260,500
I-10242,150,240,500
I-10243,60,240,600
I-10244,200,240,480
I-10245,100,240,420
I-10246,60,240,500
I-10247,200,260,300
I-10248,100,240,700
I-10249,150,280,480
I-10250,150,260,360
I-10251,200,240,400
I-10252,100,280,500
I-10253,100,280,500
I-10254,200,260,360
I-10255,100,260,360
I-10256,200,240,300
I-10257,200,280,500
I-10258,200,280,300
I-10259,60,260,700
I-10260,200,240,500
I-10261,200,280,300
I-10262,200,240,560
I-10263,60,260,400
I-10264,60,260,420
I-10265,60,240,360
I-10266,100,240,300
I-10267,200,260,500
I-10268,60,280,480
I-10269,100,240,560
I-10270,150,240,400
I-10271,150,240,420
I-10272,100,260,600
I-10273,200,260,600
I-10274,100,280,400
I-10275,60,280,420
I-10276,60,260,360
I-10277,200,240,480
I-10278,200,260,560
I-10279,100,280,300
I-10280,60,260,500
I-10281,200,260,600
I-10282,60,240,300
I-10283,100,240,560
I-10284,150,240,600
I-10285,60,280,420
I-10286,100,240,480
I-10287,150,240,500
I-10288,60,280,600
I-10289,100,240,420
I-10290,60,240,300
I-10291,200,260,300
I-10292,150,280,480
I-10293,200,240,300
I-10294,100,260,480
I-10295,100,280,560
I-10296,150,260,480
I-10297,200,260,600
I-10298,150,260,500
I-10299,150,260,700
I-10300,200,260,400
I-10301,200,280,500
I-10302,200,280,480
I-10303,60,260,600
I-10304,60,260,600
I-10305,200,280,360
I-10306,60,260,500
I-10307,60,260,420
I-10308,150,280,600
I-10309,200,260,420
I-10310,200,260,560
I-10311,150,260,400
I-10312,150,280,560
I-10313,100,280,480
I-10314,150,240,360
I-10315,150,240,400
I-10316,200,280,400
I-10317,200,260,400
I-10318,100,280,360
I-10319,60,260,480
I-10320,100,240,560
I-10321,100,280,480
I-10322,150,240,360
I-10323,60,260,500
I-10324,60,280,480
I-10325,200,240,600
I-10326,60,260,420
I-10327,100,280,300
I-10328,60,280,360
I-10329,150,240,560
I-10330,60,260,420
I-10331,100,260,420
I-10332,200,240,420
I-10333,150,280,480
I-10334,200,240,400
I-10335,100,240,560
I-10336,150,260,300
I-10337,60,260,420
I-10338,60,240,600
I-10339,200,280,480
I-10340,150,280,600
I-10341,60,240,560
I-10342,150,240,560
I-10343,150,260,560
I-10344,60,240,500
I-10345,60,280,420
I-10346,150,260,480
I-10347,150,260,560
I-10348,60,260,480
I-10349,60,280,600
I-10350,60,260,360
I-10351,150,280,500
I-10352,100,260,600
I-10353,200,240,420
I-10354,200,240,400
I-10355,60,240,560
I-10356,60,260,600
I-10357,200,240,480
I-10358,150,260,560
I-10359,150,280,480
I-10360,100,260,300
I-10361,100,280,300
I-10362,200,240,400
I-10363,200,280,500
I-10364,100,240,500
I-10365,60,280,360
I-10366,150,260,300
I-10367,60,260,300
I-10368,60,280,500
I-10369,60,260,600
I-10370,150,240,500
I-10371,100,240,700
I-10372,200,240,700
I-10373,60,280,420
I-10374,60,240,500
I-10375,200,240,500
I-10376,150,240,300
I-10377,100,280,480
I-10378,200,280,300
I-10379,60,260,400
I-10380,150,240,420
I-10381,150,260,400
I-10382,200,280,300
I-10383,150,240,480
I-10384,200,260,500
I-10385,150,260,500
I-10386,100,280,300
I-10387,100,240,500
I-10388,200,240,300
I-10389,200,260,360
I-10390,150,260,560
I-10391,200,240,360
I-10392,150,240,300
I-10393,100,260,360
I-10394,100,240,300
I-10395,100,280,560
I-10396,60,280,360
I-10397,60,240,560
I-10398,100,260,360
I-10399,100,240,500
I-10400,150,240,420
I-10401,150,260,300
I-10402,150,280,420
I-10403,60,260,300
I-10404,100,260,600
I-10405,60,260,560
I-10406,150,280,400
I-10407,200,280,700
I-10408,100,280,600
I-10409,60,260,700
I-10410,200,280,600
I-10411,100,240,400
I-10412,150,240,420
I-10413,100,260,300
I-10414,60,240,420
I-10415,150,280,480
I-10416,60,280,560
I-10417,60,280,420
I-10418,100,280,300
I-10419,150,280,600
I-10420,150,240,360
I-10421,60,280,360
I-10422,200,280,700
I-10423,200,260,400
I-10424,150,260,560
I-10425,200,240,360
I-10426,150,240,480
I-10427,200,280,600
I-10428,100,280,360
I-10429,150,260,300
I-10430,150,260,600
I-10431,60,260,300
I-10432,150,280,300
I-10433,200,260,480
I-10434,200,280,400
I-10435,60,240,600
I-10436,60,260,300
I-10437,100,260,600
I-10438,100,260,600
I-10439,150,260,600
I-10440,200,240,560
I-10441,60,280,480
I-10442,150,260,300
I-10443,60,260,400
I-10444,60,280,560
I-10445,60,260,560
I-10446,60,260,700
I-10447,100,280,360
I-10448,100,260,300
I-10449,200,240,560
I-10450,150,240,400
I-10451,60,260,480
I-10452,60,240,400
I-10453,60,280,560
I-10454,60,240,500
I-10455,100,280,700
I-10456,150,240,560
I-10457,100,260,560
I-10458,60,280,600
I-10459,100,260,480
I-10460,60,280,360
I-10461,150,240,400
I-10462,150,240,560
I-10463,100,240,360
I-10464,200,280,500
I-10465,150,260,600
I-10466,100,240,560
I-10467,100,260,360
I-10468,150,240,300
I-10469,100,240,560
I-10470,200,240,420
I-10471,60,240,600
I-10472,200,280,360
I-10473,100,260,560
I-10474,100,280,400
I-10475,150,280,420
I-10476,100,260,500
I-10477,60,260,480
I-10478,150,260,700
I-10479,200,240,400
I-10480,200,240,420
I-10481,100,240,600
I-10482,150,240,420
I-10483,150,260,400
I-10484,150,240,420
I-10485,200,260,420
I-10486,60,280,400
I-10487,200,280,560
I-10488,200,260,500
I-10489,60,240,700
I-10490,60,280,420
I-10491,200,240,360
I-10492,100,280,360
I-10493,60,260,360
I-10494,200,260,560
I-10495,200,240,500
I-10496,100,280,420
I-10497,200,240,500
I-10498,200,260,300
I-10499,200,260,560
I-10500,150,280,420
I-10501,60,280,700
I-10502,200,240,600
I-10503,60,240,420
I-10504,200,280,480
I-10505,200,260,400
I-10506,100,240,600
I-10507,60,260,560
I-10508,200,280,500
I-10509,150,280,480
I-10510,150,240,360
I-10511,200,280,560
I-10512,100,280,400
I-10513,150,260,360
I-10514,200,240,500
I-10515,100,260,300
I-10516,200,240,420
I-10517,150,240,700
I-10518,100,280,500
I-10519,60,260,300
I-10520,150,280,560
I-10521,200,280,360
I-10522,100,280,420
I-10523,100,260,700
I-10524,60,240,360
I-10525,60,280,420
I-10526,60,280,480
I-10527,200,240,500
I-10528,200,240,360
I-10529,60,240,360
I-10530,200,260,360
I-10531,100,240,500
I-10532,150,280,700
I-10533,150,280,700
I-10534,60,260,600
I-10535,100,240,360
I-10536,60,260,300
I-10537,100,280,420
I-10538,150,280,300
I-10539,200,280,560
I-10540,60,260,500
I-10541,200,260,360
I-10542,60,260,480
I-10543,150,240,420
I-10544,200,260,480
I-10545,200,280,480
I-10546,200,260,400
I-10547,100,240,560
I-10548,200,260,600
I-10549,60,280,700
I-10550,200,280,300
I-10551,100,260,600
I-10552,200,240,700
I-10553,60,240,480
I-10554,200,260,420
I-10555,100,280,420
I-10556,150,240,400
I-10557,150,240,560
I-10558,100,260,360
I-10559,100,280,300
I-10560,150,240,360
I-10561,100,240,500
I-10562,100,280,400
I-10563,100,260,600
I-10564,60,260,700
I-10565,200,280,300
I-10566,200,280,300
I-10567,150,260,300
I-10568,60,240,700
I-10569,100,260,480
I-10570,60,240,480
I-10571,60,240,360
I-10572,150,240,500
I-10573,60,280,360
I-10574,60,260,560
I-10575,60,280,300
I-10576,60,260,480
I-10577,150,260,560
I-10578,150,240,420
I-10579,200,240,480
I-10580,200,240,700
I-10581,100,260,500
I-10582,150,280,700
I-10583,100,280,360
I-10584,60,240,480
I-10585,200,240,600
I-10586,100,260,300
I-10587,60,280,360
I-10588,60,260,480
I-10589,150,260,500
I-10590,100,280,700
I-10591,60,260,420
I-10592,150,240,600
I-10593,100,240,560
I-10594,150,280,480
I-10595,150,260,360
I-10596,200,280,600
I-10597,60,280,700
I-10598,150,280,300
I-10599,100,240,500
I-10600,100,260,560
I-10601,100,240,300
I-10602,100,240,600
I-10603,100,260,600
I-10604,100,280,500
I-10605,60,280,300
I-10606,200,240,500
I-10607,200,260,420
I-10608,150,240,700
I-10609,100,240,360
I-10610,60,240,420
I-10611,60,280,400
I-10612,150,240,420
I-10613,200,260,700
I-10614,200,240,700
I-10615,200,240,560
I-10616,200,280,300
I-10617,150,260,560
I-10618,200,280,700
I-10619,60,280,560
I-10620,100,260,480
I-10621,150,240,360
I-10622,150,240,400
I-10623,150,240,300
I-10624,200,260,500
I-10625,60,240,600
I-10626,200,240,480
I-10627,100,260,360
I-10628,60,260,560
I-10629,60,280,420
I-10630,200,260,500
I-10631,60,260,300
I-10632,100,260,560
I-10633,150,280,600
I-10634,150,260,400
I-10635,60,260,560
I-10636,60,260,360
I-10637,60,240,420
I-10638,150,260,300
I-10639,200,260,480
I-10640,60,260,480
I-10641,100,260,560
I-10642,100,280,700
I-10643,150,280,400
I-10644,60,260,560
I-10645,150,260,480
I-10646,60,240,480
I-10647,60,280,500
I-10648,100,280,480
I-10649,100,240,560
I-10650,200,260,360
I-10651,100,280,600
I-10652,100,260,300
I-10653,60,240,480
I-10654,60,280,420
I-10655,150,260,500
I-10656,60,240,560
I-10657,100,280,400
I-10658,150,260,560
I-10659,60,260,500
I-10660,150,240,560
I-10661,200,240,400
I-10662,200,280,480
I-10663,200,280,420
I-10664,200,260,500
I-10665,60,240,560
I-10666,60,240,480
I-10667,150,280,500
I-10668,200,240,500
I-10669,60,240,700
I-10670,60,240,480
I-10671,200,280,500
I-10672,150,240,700
I-10673,60,280,560
I-10674,60,260,360
I-10675,100,280,300
I-10676,200,260,600
I-10677,60,260,400
I-10678,100,260,560
I-10679,200,240,700
I-10680,60,260,420
I-10681,150,260,480
I-10682,100,240,480
I-10683,150,280,420
I-10684,100,240,400
I-10685,60,280,300
I-10686,60,260,700
I-10687,60,240,300
I-10688,150,240,300
I-10689,60,280,500
I-10690,150,260,420
I-10691,60,240,600
I-10692,100,240,400
I-10693,100,240,700
I-10694,200,280,400
I-10695,150,240,300
I-10696,150,240,360
I-10697,60,260,420
I-10698,200,240,400
I-10699,100,240,500
I-10700,200,240,360
I-10701,150,240,560
I-10702,200,280,420
I-10703,150,240,600
I-10704,150,280,600
I-10705,60,240,360
I-10706,200,260,400
I-10707,200,280,400
I-10708,200,260,360
I-10709,150,240,360
I-10710,60,240,400
I-10711,60,260,600
I-10712,200,240,700
I-10713,60,240,360
I-10714,150,280,480
I-10715,200,240,480
I-10716,100,260,500
I-10717,200,260,420
I-10718,100,240,700
I-10719,200,240,500
I-10720,100,280,300
I-10721,200,280,400
I-10722,150,240,500
I-10723,200,240,700
I-10724,200,240,560
I-10725,100,240,400
I-10726,100,240,400
I-10727,200,240,300
I-10728,200,280,500
I-10729,200,240,300
I-10730,100,260,560
I-10731,200,260,300
I-10732,200,240,400
I-10733,100,280,300
I-10734,100,280,300
I-10735,150,240,700
I-10736,60,280,480
I-10737,100,280,560
I-10738,200,280,400
I-10739,200,280,300
I-10740,100,260,300
I-10741,200,240,360
I-10742,150,240,480
I-10743,100,260,400
I-10744,100,260,560
I-10745,200,260,500
I-10746,200,280,700
I-10747,150,280,700
I-10748,200,240,360
I-10749,100,240,560
I-10750,150,260,480
I-10751,150,240,700
I-10752,100,240,480
I-10753,150,240,600
I-10754,100,280,480
I-10755,60,240,500
I-10756,150,280,500
I-10757,100,240,700
I-10758,200,260,560
I-10759,200,240,560
I-10760,100,260,560
I-10761,150,240,400
I-10762,60,240,400
I-10763,100,280,300
I-10764,200,260,700
I-10765,200,280,500
I-10766,150,280,560
I-10767,60,240,500
I-10768,60,240,400
I-10769,150,260,500
I-10770,60,260,480
I-10771,60,260,300
I-10772,200,240,420
I-10773,150,260,700
I-10774,150,260,560
I-10775,100,260,400
I-10776,150,260,600
I-10777,100,240,600
I-10778,200,280,500
I-10779,150,280,560
I-10780,60,280,400
I-10781,60,280,700
I-10782,100,260,400
I-10783,150,240,560
I-10784,100,240,360
I-10785,60,280,560
I-10786,60,280,700
I-10787,200,260,480
I-10788,100,240,400
I-10789,200,260,500
I-10790,150,240,500
I-10791,200,240,480
I-10792,60,240,480
I-10793,200,280,300
I-10794,100,260,500
I-10795,150,240,700
I-10796,100,240,480
I-10797,60,280,400
I-10798,150,280,700
I-10799,60,260,420
I-10800,60,280,480
I-10801,60,260,560
I-10802,200,260,700
I-10803,200,240,600
I-10804,100,260,300
I-10805,60,240,600
I-10806,150,240,480
I-10807,200,280,360
I-10808,150,280,480
I-10809,150,260,480
I-10810,150,260,480
I-10811,100,280,400
I-10812,150,280,700
I-10813,100,280,500
I-10814,150,260,300
I-10815,150,260,560
I-10816,100,260,600
I-10817,150,240,600
I-10818,200,260,360
I-10819,60,240,400
I-10820,100,240,400
I-10821,150,260,480
I-10822,150,280,400
I-10823,150,280,300
I-10824,150,260,560
I-10825,200,240,400
I-10826,200,240,360
I-10827,150,240,560
I-10828,100,260,600
I-10829,60,260,500
I-10830,60,240,500
I-10831,150,240,420
I-10832,60,240,500
I-10833,60,280,300
I-10834,60,260,360
I-10835,200,280,500
I-10836,200,240,600
I-10837,200,240,360
I-10838,100,240,300
I-10839,60,260,360
I-10840,100,240,500
I-10841,200,280,360
I-10842,150,280,500
I-10843,100,260,500
I-10844,150,260,500
I-10845,150,260,400
I-10846,150,240,700
I-10847,150,260,420
I-10848,100,260,500
I-10849,60,280,400
I-10850,60,240,600
I-10851,150,280,420
I-10852,100,280,500
I-10853,200,240,360
I-10854,200,240,400
I-10855,150,240,420
I-10856,60,260,600
I-10857,150,260,560
I-10858,100,280,560
I-10859,200,240,360
I-10860,60,240,700
I-10861,60,240,400
I-10862,150,280,400
I-10863,150,280,400
I-10864,100,280,500
I-10865,100,280,360
I-10866,100,260,600
I-10867,100,260,400
I-10868,150,240,500
I-10869,60,240,300
I-10870,60,280,700
I-10871,100,260,600
I-10872,60,260,300
I-10873,60,280,300
I-10874,60,280,500
I-10875,200,240,420
I-10876,150,260,400
I-10877,100,280,420
I-10878,100,280,420
I-10879,150,260,480
I-10880,60,280,560
I-10881,60,280,420
I-10882,60,280,400
I-10883,150,240,400
I-10884,150,260,700
I-10885,100,240,400
I-10886,100,240,560
I-10887,150,240,700
I-10888,60,260,480
I-10889,150,240,500
I-10890,60,280,700
I-10891,200,280,420
I-10892,100,260,700
I-10893,200,240,600
I-10894,200,240,360
I-10895,200,240,400
I-10896,150,260,420
I-10897,100,260,600
I-10898,60,280,420
I-10899,60,280,300
I-10900,100,280,600
I-10901,150,240,480
I-10902,100,240,400
I-10903,150,280,700
I-10904,100,240,560
I-10905,150,280,420
I-10906,200,260,500
I-10907,200,240,700
I-10908,60,280,560
I-10909,200,240,500
I-10910,100,280,300
I-10911,60,280,300
I-10912,200,280,700
I-10913,150,260,500
I-10914,60,260,560
I-10915,200,280,560
I-10916,200,240,480
I-10917,60,240,600
I-10918,60,260,420
I-10919,60,260,560
I-10920,60,260,360
I-10921,200,240,300
I-10922,100,280,300
I-10923,150,240,300
I-10924,200,240,700
I-10925,150,240,560
I-10926,200,240,600
I-10927,150,280,400
I-10928,150,280,500
I-10929,200,260,560
